code (Eng);subcode (Eng);code (fr);sous-code (fr);code #;subcode #;subsubcode #;short;court;ref#;jpg;video;date;comment;English;français;core;Toro Tegu (Toupere, JH);Ben Tey (Beni, JH);Bankan-Tey (Walo, JH);Nanga (Anda, JH);Donno So;Jamsay (alphabet);Jamsay (Douentza area, JH);Perge Tegu (Pergué, JH);Gourou (Kiri, JH);Jamsay (Mondoro, JH);Togo-Kan (Koporo-pen, JH with BT);Yorno So (Yendouma, JH);Tomo Kan (Segue);Tomo Kan (Diangassagou);Tommo-So (JH);Tommo-So (Tongo Tongo, LM);Dogul Dom (Kundialang, JH);Dogul Dom (Bendiely & Kundialang, BC);Tebul Ure (JH);Yanda Dom (Yanda, JH);Najamba (Kubewel-Adia, JH);Tiranige;Mombo (Songho, KP);Ampari (Nando, KP);Bunoge (Boudou);Penange (Pinia);@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motion;arrive;mouvement;arriver;146;5;3;arrive;arriver;08617;;;2010,06;;cause to arrive here (where the speaker currently is);faire arriver ici (ou? le locuteur se trouve);2;;;;;;;;;;;;;;;;;;;;;;;so??ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emotion/temperament;worry;émotion/nature;inquiétude;117;11;11;jumpy;nerveux;08618;;;2010,06;;jumpy (oversensitive) person who screams at the slightest touch;douillet, personne qui crie quand on le touche même doucement;3;;;;nu? ki?mi?-?i?;;;;;;;;;;;;b??g??l?? b??g??li?-n??;;;;;;;so?zo??ga?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
medicine;sterility;médecine;stérilité;98;23;0,5;disease;maladie;08619;;;2010,06;;(any) genital condition (male or female);(toute) maladie génitale (mâle ou femelle);3;;;;;;;;;;;;;;;;xxx;;;;;;;su?gu? u?ru?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jewelry;earring type;bijoux;sorte de boucle d'oreille;20;14;12;earring;boucle;08620;get;;2010,06;;piece of wood used as a place-holder for earrings (young women);morceau de bois utilisé qui tient la place d'une boucle d’oreille (jeune filles);TD;su?gu?ru?-be?re?;su??u?r?u?-[be?re?-yi?:];;su??u?r?i?-be?re?;;sunberei?;su?n-[be?re?-i?:?];;;;;;;;;su?gu?lu? ta?nna?-y?;;;;;;;su?gu?le? tu?le? tu?ma?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;08621;;;;;[deleted, see 08251];[supprimé, voir 08251];del;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talk;inform/discuss;parole;renseigner/discuter;102;16;5,9;explain;expliquer;08622;;;2010,06;;give an explanation (verb plus object);donner une explication (verbe plus substantif);2;;k??r?? te?ge?;;;;;k??r?? te?ge?;;;;k??r?? ti????;;;;;s???? ta?ga?;;;;ti?:nda? ti?:nd??;;;ta?:ra? ta?:re?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talk;say;parole;dire;102;2;6;tell, say;dire;08623;;;2010,06;;tell (sth) to (sb);dire (qch) à (qn);2;[X de?] ga?\\ga?;[X ma?:] gi?y?;;Y [X ba?y] ki?y??;;tege;[X le?] Y te?ge?;;;;[X n?] po?ri?;;;;;s????, g??;gi?n??;gi?n??;;;;;ta?:re?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talk;inform/discuss;parole;renseigner/discuter;102;16;6,2;explanation;explication;08624;;;2010,06;;explanation;explication;2;;;;;;;;;;;;;;;;s????;;;;ti?:nda?;;;ta?:ru?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
topography;shelf;topographie;pierre plate;57;8;4;stone (flat);pierre (plate);08625;;;2010,06;;place with many wide flat stones;endroit avec beaucoup de pierres plates larges;2;;ku?r?u?-ta?wra?;;ta?-ta?w;;;;;;;;;;;;ta?ba?;;ta?ba?;;;;;ta?ba?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motion;walk;mouvement;marcher;146;29;7,5;step;pas;08626;;;2010,06;;(a) step (as a unit of distance);(un) pas (en tant qu'unité de distance);1;ta??a?, ku?w??-ta??a?;a?pa?y?;;na?:-pa?:?;a?nu?-di????l???;k?ta?a;k??:-ta??a?;;;k??:-ta??a?;a??-ta??a?;;;;;a?nu? ta??i?-le?;;;;na?:-ta??gi?li?y??m;;;ta?ba?:nde? // si?: ta??u?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
medicine;skin condition;médecine;maladie de peau;98;21;22;sore;bouton;08627;;;2010,06;;sore (furuncle) on the buttocks;bouton (furoncle) aux fesses;3;;;;e?:nji?-m??:;;;;;;;;;;;;p??nd??-y?;;;;;;;ta?ma?na?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
agriculture;harvest;agriculture;récolte;37;22;14,5;harvest, break;récolter, casser;08628;;;2010,06;;break (large stems) with one's foot in harvesting grains;casser (grosses tiges) avec le pied pour récolter les grains;TD;;t??;;po?go?;;p?r?;;;;;;;;;;a?nu?=le mu??ji?-l??;;;;;;;ta?mbe?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
roll/fold;coil;rouler/plier;enrouler/lover;133;3;2,2;coil;se lover;08629;;;2010,06;;(snake) coil up;(serpent) se lover;1;pi?wru?\\pi?wro?;mu?lo?;;t??:-yi?;;t??,muno;t??:?, mu?no?;;;;mu?no?;mu?n-??:;;;;t??m??ni?-y??;;;;;;pu?ndi?-yo?;ta?ndye?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
distance;measure;distance;mesure;65;3;6,5;measure;mesurer;08630;;;2010,06;;measure (length, distance) in spans or in steps;mesurer (longueur, disatnce) du bout be pouce au bout de médius ou mésurer en pas;2;ta??u?\\ta??a?;tu?w?o?;;tu?mo?;;;;;;;;;;;;a?nu? ta??i?-le? tu?m??;;;;;;;ta??u?le? // ta?:?wu?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
weapon;bow/arrow;arme;arc/flèches;95;6;7;arrow, poison;flèche, poison;08631;;;2010,06;;poisoned arrow;flèche empoisonée;1;te?y?-[i?-r?u?] n??m;mu??-c??m n??:-w?-y??y;;to?:-k??m?? n??:-mi?-y??;ke??-n??mu?;;mu??u?-c??m n??:-w??;;;;k??m??-k??? n??:-mu?;;;;;to?o? n????-mi?-y??m;;;;;;;t??:? nya?mi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fight;incite;lutte;inciter;94;8;4;incite, provoke, instigate;inciter;08632;;;2010,06;;instigating quarrels (noun);fait d'inciter les bagarres;2;ka?wsu?;;;;;;;;;;;;;;;ja?w d??nn??;;;;;;;t??g??l??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fight;incite;lutte;inciter;94;8;5;incite, provoke, instigate;inciter, provocateur;08633;;;2010,06;;provocateur, instigator of quarrels, one who incites others to fight;provocateur de bagarres, personne qui incite les autres à bagarrer;2;ka?wsu?-[nu?-r?u?];ja?y-[j??ru?-m];;nu? jo?ri?ye?-j??ri?;;;j??y-de?ne?-n, j??y-j??y??-n;;;;;;;;;n?d?? ja?w m?b??;;;;;;;t??g??l???ga?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
color;multicolored;couleur;multicolore;160;7;3;multicolored;multicolore, bigarré;08634;;;2010,06;;multicolored thing;objet bigarré, multicolore;2;;k??:? t??w ?a??a?y? bu?:;;t??gu? ?a??a?y?? bu?;;t?guparatata;t??gu? pa?ra?ta?ta? k??:;;;;??j?? s??g??r??;;;;;t??gu? jo?o?-jo?o?-ni?;;;;;;;t??gu? ja?mba?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ethnicity;southern dogon;ethnie;dogon du Sud;81;9;15;tomo-kan;tomo-kan;08635;;;2010,06;;speaker of Tomo-kan (southern Dogon language);locuteur de tomo-kan (parler dogon méridional);1;;;;;ca?ma?nco?lo?;;;;;;;;;;;;ca?ma?co?lo?;;;t??mm??\\-mu?;;;t??m??li?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
status;chief;rang;chef;85;1;7,2;leader;chef;08636;;;2010,06;;leader of a generation group;chef d'une génération;3;;tu?: ??:-m;;ka?da?ga?-du?gi?;;;ka?da?ga? ??g??-n;;;;a??g???-a?mi?r?i?;;;;;to?ru? di???-n??;;;;;;;t??r?? ka?:nu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
friend;agemate;ami;contemporain;79;1;3,5;generation-mate;camarade de génération;08637;;;2010,06;;generation-mates, set of persons of the same generation;camarades de génération, ensemble de personnes de la même génération;1;;tu?:;;ka?da?ga?;tu?m??;;ka?da?ga?;;;;a??g???;;;;;to?ru?=mbe;;;;;;;t??ru?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
weapon;gunpowder;arme;poudre à canon;95;13;1,3;gunpowder;poudre à canon;08638;;;2010,06;;fine gunpowder put in the chamber of a rifle;fine poudre à canon introduite dans la chambre d'un fusil;3;;;;;;;;;;;;;;;;;;;;;;;te?ge?di?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
time;after;temps;après;71;5;9;almost do;faillir faire;08639;;;2010,06;;almost do (verb);faillir faire (verbe);2;;;;;;;;;;;;;;;;t??n??;;;;ne?ma?-li?;;;t??l??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pound/grind;grind/press;piler/moudre;écraser/moudre/presser;30;1;4,6;grind, crush;écraser;08640;;get;2010,06;;crush (peanuts) with a stone, one by one;écraser (arachides) avec une pièrre, une à une;1;tu?w\\tu?wo?;;;;;p?t?;p??t??;;;;;;la??a?ji?;xxx;;tu?m??y-tu?m??y du?mb??;du?mb??;;b??d?? (b??d??-ti?-);b??z??\\b??za?-li?;;t??mb??;t??nj?? xxx(sense);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talk;language;parole;langue;102;3;10;tengou-kan;tengou-kan;08641;;;2010,06;;Tengou-Kan (a Dogon language);tengou-kan (parler dogon);3;;te??-te?y;;t???i?-da?ma?;t???u?-s??:;t???tegu;t?????-te?gu?;;;;te??-ka??;;;;;te??u? s????;;;;;;;te??gi???ge? do?:?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
write/draw;read;écrire/tracer;lire;135;3;2,3;recite;réciter;08642;;;2010,06;;recite, repeat (from memory) (verb only);réciter (ce qu'on a appris) (verbe seulement);1;;ti?:ri?;;ti?gi?-ri?;;tigir?;ti?gi?r??;;;;ti?gi?ri?;;;;;du?li?ye? g??;;;;;;;ti?:le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
write/draw;read;écrire/tracer;lire;135;3;2,2;recitation;récitation;08643;;;2010,06;;recitation, repetition (from memory);récitation (par cœur);1;du?rsa?;ti?:ra?:;;ti?ga?;;tigir?;ti?gi?r??;;;;ti?g??r??;;;;;xxx;;;;;;;ti?:le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motion;fall off;mouvement;se détacher et tomber;146;11;6,2;shed hair;perdre poils;08644;;;2010,06;;cause (sb, animal) to shed hair or fur, make hairless;faire perdre ses poils à (personne, animal), rendre sans poils;3;;;;ba?ga?-mi?;;bogowo;bo?go?-wo?;;;;;;;;;ku?lo? ba?ga?-m??;;;;;;;ti?ba?mi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talk;secret language;parole;langage secret;102;22;3;secret words;mots secrets;08645;;;2010,06;;speak (secret words) (specific verb only);parler (des mots secrets) (verbe spécifique seulement);2;;;;;;;;;;;;;;;;s????;;;;;;;ti?mba?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talk;secret language;parole;langage secret;102;22;2;secret words;mots secrets;08646;;;2010,06;;secret words, secret;mots secrets, secret;2;;;;da?ma? da?w-y??;s??: j??y?? (private conversation);teguba?a;te?gu? ba??a?;;;;;;;;;s???? bo??u?ndu?;;;;;;;ti?mba?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
part (plant);stem;partie (plante);tige;15;3;11;trunk;tronc;08647;get;;2010,06;;trunk (of tree);tronc (d'arbre);2;du?tu?;ti?w???y?-bi?r?u?;;tu?ma?-du?mbo?;;tiw?eb?r?;ti?w?e?-b??r??;;;;;;;;;ti?m?? du?m??;;du?ndu??;ti?ma?:-be?:;ba?mu?;;ti?l?g?? du????;ti?ni??g?? ni?:;;ti?li??ge?-bu?gu?nde?;du?ndu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
together/separate;separate;ensemble/à part;séparer;80;9;10;multi-task;activités multiples;08648;;;2010,06;;doing several different activities, multi-tasking (adverb);en faisant plusieurs activités différentes (adverbe);3;;;;;;;;;;;;;;;;jo?o?-jo?o?-ni?;;;;;;;to?:-to?:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motion;scatter;mouvement;éparpiller;146;21;1,5;scatter, disperse;disperser, éparpiller;08649;;;2010,06;;(people, things) disperse;(personnes, objets) se disperser;1;sa?y\\sa?ya?;sa?ya?;;sa?ya?;sa??g-??:-m??\\sa??g-i?:-m-i?;say?a;sa?y?a?;;;;sa?:?-sa?:? k??;;;;;gi?nn??;;;ji?nde? (ji?nd-a?:-);;;sa?:ndi?-yo? (Ningo), ka?wli?-yo? (Boui);to?:-to?: a?nde?;;sa?ynde?;pi?jo?lge? ~ pi?jo?li?ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fun/song/dance;fun;amusement/chant/danse;amusement;92;4;5;game;jeu;08650;;;2010,06;;children's game played by throwing and taking back seven stones;jeu d'enfants à sept pierres qu'on lance et récupère;TD;;yi?:-sa?y;;;;;i?:?-sa?y;;;;i?:?-sa?:;;;;;na?a? ta?a?;;;;;;;to?go?to?go?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kinship;kinship;parenté;parenté;78;24;2,5;kin;parent;08651;;;2010,06;;closest relatives (who live together);les parents les plus proches (qui habitent ensemble);3;;;;;;;;;;;;;;;;gi?n?? tu?m??;;;;;;;to?gu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
distance;kinship;distance;parenté;65;4;3;distant (kin);éloigné (parent);08652;;;2010,06;;distant relatives;parents éloignés;3;;;;;;;;;;;;;;;;xxx;;;;;;;to?gu? be?ru?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;08653;;;;;[deleted, see 08934];[supprimé, voir 08934];del;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talk;language;parole;langue;102;3;13;donno-so;donno-so;08654;;;2010,06;;Donno-So (a Dogon language);donno-so (parler dogon);3;;;;;do?nno?-s??, ka?mma?-s??:;;;;;;;;;;;do?nnu? s????;;ka?mma? do?o?m;;;;;to?mbe??ge? do?:?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
house;beam;maison;bois de toiture;54;17;2,1;lay (cross-beam);poser (traverse);08655;;;2010,06;see 07391;lay mid-size cross-beams (across the main beam of a roof);poser les traverses de taille moyene (à travers le bois principal d'un toit);2;;be?re?-[p??g-i?:] p??g??;;ga?:? a??i?;ta?nna? ya?:-nda?;;;;;;;;;;;t??b?? p??g??;;;;t??ba? na?:-nd??;;;to??ge? p??g??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
house;beam;maison;bois de toiture;54;17;2,2;lay (cross-beam);poser (traverse);08656;;;2010,06;;act of laying mid-sized cross-beams across the main roof beam (frequently on the same day that the main beam is laid);fait de poser les travers de taille moyenne à travers le bois principal d'un toit (souvent posés le même jour que le bois principal);2;;;;;;;;;;;;;;;;t??b?? p??g??;;;;;;;to??ge? pe?go?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
basket;basket;panier;panier;44;1;20;basket (necked);panier (à col);08657;;;2010,06;;basket with wooden neck and squared bottom, woven from palm leaf or from strips of tree branches;panier à col en bois, carré en bas, tissé en feuilles de palmier ou en lanières de branches d’arbre;3;;;;;;;;;;;;;;;;xxx;;;;;;;to??o?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
calabash/gourd;calabash (dry);calebasse/gourde;calebasse (sèche);38;4;6;calabash (jewels);calebasse (bijoux);08658;;;2010,06;;calabash for carrying seedstock;calebasse à porter la semaille;TD;;;;;;;;;;;;;;;;k??r?? to?go?lo? xxx(for cream of millet?);;;;;;;to?ye? ni?wi? k??nda?g??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
agriculture;field (part);agriculture;champ (partie);37;5;4,2;mound;monticule, bosse;08659;;;2010,06;;make mounds with small holes for sowing seeds (with or without manure);faire des monticules avec de petits trous pour semer (sans ou avec fumier);2;;wo?go?ro?-tu?mo?y? tu?m;;wo?-tu?mba? tu?mbi?;;w?tumotumo;w??-tu?mo? tu?mo?;;;;;;;;xxx;to?w t???? xxx(sense);;;;;;;to?ye? tw??: xxx(sense);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
medicine;weariness;médecine;fatigue;98;2;6;numbness;engourdissement;08660;;;2010,06;;numbness of arms or legs that have gone to sleep (from sitting in the same position for a long time);engourdissement des jambes ou des bras (après qu'on est resté longtemps assis);1;tu?y?;ci?-ci?ri?, [tu?-tu?:]-a?mb-i?:;;ki?ri?;;tutumur?uam;[tu?-tu?mu?r?u?]-a?m;;;;ma?:?u?;;;;;tu?u? a?mmi?ye?;;;;;;;tu?: k??mb??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;13;damage, termite, worm-eaten;forer, termite;08661;;;2010,06;;sth (e.g. a tree) that has been damaged by termites ;qch (par ex. un arbre) qui a été foré par les termites;3;;;;;;;;;;;;;;;;ki?d?? tu?u? t??ma?a?-d??;;;;;;;tu?: k??mb??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;08662;;;;;[deleted, see 09175];[supprimé, voir 09175];del;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
agriculture;harvest;agriculture;récolte;37;22;17,3;harvest (secondary);récolte (secondaire);08663;;;2010,06;;follow-up millet harvest (when women gather the secondary millet remaining after the main harvest);troisième récolte (ou? les femmes récoltent le mil secondaire qui reste après la récolte principale);3;;yu?:-ga?: ga?y;;yu?:-ga?: ga?:-mi?;;;;;;;;;;;;ga?y;;;;;;"ji?yo? ni?:?ga?-n (""second harvest"")";tu?gu?r??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ritual;fetish;rite;fétiche;89;2;2,2;statuette;statuette;08664;;;2010,06;;wooden statuette;statuette en bois;3;;;;;;;;;;;;;;;;de?ge?;;de?ge?de?go?;;;;;tu?ma? de?ge?-de?ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talk;describe;parole;décrire;102;17;8,3;comparison;comparaison;08665;;;2010,06;;they are not comparable;ils ne sont pas comparables;1;;;;;;;;;;;;;;;;wa?nni?li?-ye?-le?, go?mmi?-li?-ye?-le?;;;;;;;tu?mya?li?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
calabash/gourd;calabash (liquids);calebasse/gourde;calebasse (liquides);38;3;6,5;calabash (for liquids);calebasse (à liquides);08666;;;2010,06;;small calabash used for scooping like a ladle (has very short handle);petite calebasse utilisée comme louche (avec un court manche);TD;;k??su? b???g??;;lu?g??si? b???g??;;;;;;;;;;;;k??r?? b?????l??-y?;;;;;;;u?:? k??b??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hot/cold;fan (noun);chaleur/froid;éventail;173;4;2;fan;éventail;08667;;;2010,06;;fan (all types);éventail (toute sorte);;;"[su?-so?:]-[ju?w-i?:] (""sweat-fan-VblN"")";;so?y-[ju?w-i?:];;ogujuw;o?:gu?-ju?w;;;;d??d??;;;;;ju?ju?bi?;;;z??bu?-g?? (pl z??b??:);u?zu?-zu?bi?;;ye?mbi?-ye?;u?bu?gu?be?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cooking;cook;cuisine;cuire;32;2;9,5;steam;cuire à la vapeur;08668;;;2010,06;;(food) be steamed;(nourriture) ê. cuit à la vapeur;1;;u?gu?-yo?;;u?gi?-ye?;;;;;;;;;;;;u?go?;;;;u?gi?-yo?\\u?gi?-yo?-li?;;;u?ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
agriculture;weeding;agriculture;désherber;37;19;4,7;weed;désherber;08669;;;2010,06;;weed out only the largest weeds (between the first and second rounds of weeding in the fields);enlever uniquement les plus grosses mauvaises herbes (entre la première et la deuxième culture aux champs);3;;w??mbu?;;;;;;;;;;;;;;;;;;;;;u?mb??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
status;chief;rang;chef;85;1;6,3;leader;chef;08670;;;2010,06;;leader of a herd of goats;chef de troupeau des chèvres;3;;b??r-gi?re?-m;;b??r-gi?re?;;;b??ru? ma? ku?:?;;;;;;;;;??n?? ja?m;;;;;;;u?na? wa?la?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
begin/finish;begin;commencer/terminer;commencer;77;1;6;false start;faux départ;08671;;;2010,06;;have a false start (in a running race);faire un faux départ (dans la course);2;;gu?so? y?????;;gu?so? y??g??;;;gu?jo? j??w??;;;;ja?ma? t-??: j??w??;;;;;a?nu? tu?y go?o?=g?? da?ga?-li?;;;;;;;u??gu?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
time;before;temps;avant;71;4;1,3;bygone, past, old days;antan, jadis;08672;;;2010,06;;(the) old days, bygone era;antan, jadis, le temps ancien;2;;ku?y??: ba??;;ki?ya?-w;;;p??:r??, la?:-la?:;;;;k??: ba??;;;;;wa?ga?du? ku?y??;;;;;;;wa?ga?ru? ?o?me?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kinship;affine;parenté;beau-parent;78;19;3,5;brother-in-law;beau-frère;08673;;;2010,06;;(man's or woman's) sister's husband;mari de la sœur;2;;???g??r?? ~ ?????r??, X po?-ya?-m ???g??r??;;l??g??;;;a??a?, X y??sa?: a??a?;;;;??g??;;;;;ga?la?;;;;;;;wa?la?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kinship;affine;parenté;beau-parent;78;19;4,5;sibling-in-law;beau-parent;08674;;;2010,06;;sibling (brother or sister) of one's husband;frère ou sœur du mari;2;;???g??r?? ~ ?????r??;;l??g??;;;;;;;;;;;;;;;;;;;wa?la?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marriage;bride/groom;mariage;marié/mariée;91;6;5;unmarried;célibataire;08675;;;2010,06;;unmarried young woman;jeune femme célibataire;1;ya?-gu?r??-n;ya?: ku?-m;;ya?: ko?:;ya?:? ku?:-n??\\ku?:-??;;ya?:-ku?:? (plural be?);;;ya?:-ku?:?;ya?:-ku??;;;;;ya?a?-na? ku?m, ku?n-n??;ya?: ku??e?;;ya?-ku?me?:\\ya?-ku?m-bo?;;;ye?: ya?:ni?;wa?la? sa?nda?ga?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
person;male;personne;mâle;6;10;2;manliness, virility;virilité;08676;;;2010,06;;manliness, manhood, virility;virilité;2;;a?r?a?;;a?ra?;;ar?a;a?r?a?;;;;;;;;;a?na?-m bi?i?-ge?;;;;a?r?a?-ka?zu?;;;wa?la??ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
bag/sack;bag;sac;sac;43;1;4,3;suitcase;valise;08677;;;2010,06;;suitcase;valise;2;ce?:su?;ko?ro?;;ko?ro?;;;;;;;;;;;;wa?li?s;;va?li?z;;wa?li?:zu?;;wa?li?si?;wa?le?si?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
greeting;time-of-day greeting;salutation;saluer (heure de la journée);105;2;4;greet;saluer;08678;;;2010,06;;say mid-day greetings (11 AM-1 PM);dire la salutation de midi (11-13h);1;;po?:-li?;;po?:-mi?;;pono;po?:-no?;;;;po?:ni?;;;;;po?o?-ndo?;;;;;;;wa?nda?mi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
body position;lying position;position du corps;position couchée;12;9;1,2;lie on belly;coucher à plat ventre;08679;;;2010,06;;(sb) be lying down on one's belly;(qn) ê. couché sur le ventre;1;;;;;da?:ba?;;;;;;;;ye? wa?ba? ~ ye? ???b??;;;da?a?bi?-y??;;;[b??ra?: ku?g?? n??] da?ba?;;;wa?wa?;wa?-wa?ba?-w? bi?ya? // wa?-wa?ba?;;[[do?le? ko?:] mba?] bi?-ya?;wa?ba?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
celestial body;set;corps céleste;coucher;59;6;10;moonless;sans lune;08680;;;2010,06;;"there is no moonlight (""the moon has entered the darkness"")";il n'y a pas de clair de lune (« la lune est entrée dans l’obscurité »);3;;;;;;;;;;;;;;;;i?i?y?? nu?mba?a? w??;;;;;;;w??: i?nde? nw??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
topography;fracture;topographie;fracture;57;7;5,3;hole, cavity;trou, cavité;08681;;;2010,06;;deep but narrow vertical cavity (in the hills or in the bush);trou vertical assez profond mais étroit (dans les collines ou en brousse);3;;ko?mbi?:;;bo?ro?;;;;;;;;;;;;;;;;;;;we?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;22;odor, smell, milky;odeur, lait;08682;;;2010,06;;(milk, butter, Fulbe person) having a milky smell (adverb);(lait, buerre, personne peul) ayant l'odeur du lait (adverbe);2;se??;;;;;;;;;;;;;;;;;;;sa?ma?ma?ma?;;;we?re?de?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
medicine;skin condition;médecine;maladie de peau;98;21;0,5;skin disease;maladie de peau;08683;;;2010,06;;skin disease (any kind);maladie de la peau (toute sorte);3;;;;;;;;;;;;;;;;go?du? ji?m;;;;gu?zu? ci??;;;wo?ji? u?ru?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cut;split/divide;couper;fendre/diviser;137;10;11;divide, subgroup;diviser, sous-groupe;08684;;;2010,06;;be divided into subgroups (verb only);se diviser en sous-groupes (verbe seulement);2;;go?so?;;keri?ye?;;gojo;go?jo?;;;;go?jo?;;;;;ga?mbi?-li?-y??;;;;;;;wu?la?ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
